0,6.236555824782992197e-01,7.426186517592389506e-03,9.912989696358653902e-01,3.218820669644441301e-02
1,3.328761849267782291e-01,2.152551592148231271e-04,9.220267871895400091e-01,1.997999438443257350e-02
2,3.166719466905201785e-01,1.148858559603827510e-02,8.654769818017159499e-01,8.402749969854411347e-03
3,3.462289044607298055e-02,4.250094854702876623e-02,9.134024369436852808e-01,1.307655934450703029e-02
4,1.680114537464349189e-01,1.080962402378561095e-02,4.354660964570686299e-01,3.288481905066289318e-02
5,3.792982203191626600e-01,6.414405428554035985e-04,6.121516967904802042e-01,1.654721915322614201e-03
6,1.802670793209863731e-01,2.464745186229593335e-02,2.605935839821968414e-01,4.894964455717274810e-04
7,1.543746177479997650e-01,1.576013017638867864e-02,3.097132740381631777e-01,1.897688460593896856e-02
8,2.717322876226839767e-01,3.151188017025862570e-03,2.153709382560509422e-01,1.427645930295298737e-02
9,2.205980945819846772e-01,3.778836792181421524e-04,2.540962748232073465e-01,1.284830483604598554e-02
10,3.756831311742943932e-03,2.156039153528016908e-02,3.020574909088345472e-01,3.133785529350908289e-02
