source	target	weight
PA14_06670	PA14_13750	0.945194597061849
PA14_09210	PA14_13770	-0.947428616654483
PA14_09240	PA14_13770	-0.948939131050852
PA14_09270	PA14_13770	-0.942611203181602
PA14_09340	PA14_13770	-0.955893369448678
PA14_09370	PA14_13770	-0.945130324261056
PA14_09380	PA14_13770	-0.957334896768704
PA14_13300	PA14_13770	0.945192379588747
PA14_09210	PA14_13780	-0.976427374335146
PA14_09220	PA14_13780	-0.948563638471665
PA14_09230	PA14_13780	-0.948041567374685
PA14_09240	PA14_13780	-0.978710158698059
PA14_09270	PA14_13780	-0.962032864403391
PA14_09280	PA14_13780	-0.968939997068061
PA14_09300	PA14_13780	-0.958966082295027
PA14_09320	PA14_13780	-0.957503267384272
PA14_09340	PA14_13780	-0.956048938949419
PA14_09370	PA14_13780	-0.978464507336451
PA14_09380	PA14_13780	-0.945584655901588
PA14_26020	PA14_13780	-0.956518730715262
PA14_31290	PA14_13780	-0.940570438908062
PA14_55890	PA14_13780	-0.950105170850314
PA14_55920	PA14_13780	-0.938702744082184
PA14_06670	PA14_13780	0.969840166336257
PA14_06710	PA14_13780	0.943623198284
PA14_06740	PA14_13780	0.951242714678708
PA14_06750	PA14_13780	0.957014451843918
PA14_06810	PA14_13780	0.95063893245587
PA14_06840	PA14_13780	0.977578886692127
PA14_13250	PA14_13780	0.942877748308852
PA14_13300	PA14_13780	0.97363201997596
PA14_06660	PA14_13800	0.94960723811411
PA14_06670	PA14_13800	0.95012754384757
PA14_06710	PA14_13800	0.945746227781242
PA14_13300	PA14_13800	0.949140311874478
PA14_13320	PA14_13800	0.950862372707054
PA14_06670	PA14_13810	0.943469894971801
PA14_06710	PA14_13810	0.943053810048304
PA14_06810	PA14_13810	0.942463155977024
PA14_06660	PA14_13830	0.966875626975122
PA14_13800	PA14_13830	0.957340602004578
PA14_13250	PA14_13850	0.950315133523074
PA14_09210	PA14_20180	-0.938355201766608
PA14_09240	PA14_20180	-0.94253460863075
PA14_09280	PA14_20180	-0.949799574932019
PA14_09300	PA14_20180	-0.956209304297256
PA14_09370	PA14_20180	-0.943060891453321
PA14_06670	PA14_20180	0.945989303308326
PA14_06710	PA14_20180	0.940475949696098
PA14_06740	PA14_20180	0.949605883944599
PA14_06810	PA14_20180	0.957247608861183
PA14_13780	PA14_20180	0.945429784240303
PA14_13810	PA14_20180	0.938679889320322
PA14_09210	PA14_20190	-0.960222129484461
PA14_09220	PA14_20190	-0.939655384623537
PA14_09240	PA14_20190	-0.959049708144251
PA14_09270	PA14_20190	-0.94332995698295
PA14_09280	PA14_20190	-0.955576603558195
PA14_09300	PA14_20190	-0.948822283853036
PA14_09370	PA14_20190	-0.965857453176296
PA14_09380	PA14_20190	-0.942473705348329
PA14_26020	PA14_20190	-0.943750009809251
PA14_55890	PA14_20190	-0.944777405087682
PA14_06670	PA14_20190	0.949759371415122
PA14_06710	PA14_20190	0.950347196644049
PA14_06840	PA14_20190	0.945086502179611
PA14_13300	PA14_20190	0.94776099675548
PA14_13780	PA14_20190	0.966287441708832
PA14_20180	PA14_20190	0.94397068251243
PA14_13320	PA14_20200	0.95563145125943
PA14_13800	PA14_20200	0.94598758173547
PA14_06670	PA14_20230	0.961150765871847
PA14_06710	PA14_20230	0.942567539709131
PA14_06740	PA14_20230	0.983208455677801
PA14_06750	PA14_20230	0.939069090287743
PA14_06810	PA14_20230	0.978209368496257
PA14_13780	PA14_20230	0.943261380160262
PA14_13810	PA14_20230	0.974556998075606
PA14_20180	PA14_20230	0.963378809104786
PA14_09240	PA14_47640	-0.944945472928333
PA14_09370	PA14_47640	-0.942677495767316
PA14_06660	PA14_47640	0.9474189529965
PA14_06670	PA14_47640	0.94350482015104
PA14_06840	PA14_47640	0.94773414542059
PA14_13300	PA14_47640	0.952599238124013
PA14_13770	PA14_47640	0.9408153812491
PA14_13800	PA14_47640	0.94811779526228
PA14_13830	PA14_47640	0.945975656001977
PA14_20200	PA14_47640	0.941176416350628
PA14_09210	PA14_07980	-0.967843703121423
PA14_09220	PA14_07980	-0.947588309359005
PA14_09240	PA14_07980	-0.975228852637274
PA14_09270	PA14_07980	-0.96883004625927
PA14_09280	PA14_07980	-0.971509630687363
PA14_09300	PA14_07980	-0.96332452564661
PA14_09340	PA14_07980	-0.96711864677926
PA14_09370	PA14_07980	-0.962652851121248
PA14_09380	PA14_07980	-0.944372169239506
PA14_26020	PA14_07980	-0.963954649808639
PA14_55880	PA14_07980	-0.938783525743844
PA14_55890	PA14_07980	-0.967924465735253
PA14_55900	PA14_07980	-0.960432249320167
PA14_55920	PA14_07980	-0.961119267548913
PA14_06670	PA14_07980	0.938832658019421
PA14_13770	PA14_07980	0.939214498095508
PA14_13780	PA14_07980	0.953307225953143
PA14_20180	PA14_07980	0.939527651326994
PA14_37250	PA14_07990	-0.947910655072739
PA14_20180	PA14_08000	0.954749943217546
PA14_07990	PA14_08000	0.967874010020084
PA14_09450	PA14_08020	-0.938506298819318
PA14_37250	PA14_08020	-0.959182392099255
PA14_39890	PA14_08020	-0.950233668244749
PA14_39925	PA14_08020	-0.940534066062348
PA14_39945	PA14_08020	-0.960164944021908
PA14_13280	PA14_08020	0.942921243706922
PA14_07990	PA14_08020	0.97008787314717
PA14_37250	PA14_08030	-0.945414418858812
PA14_06810	PA14_08030	0.942569837343026
PA14_06840	PA14_08030	0.938860696078244
PA14_13250	PA14_08030	0.961191001038136
PA14_13280	PA14_08030	0.955829405818972
PA14_07990	PA14_08030	0.981359066964243
PA14_08000	PA14_08030	0.971888281117531
PA14_08020	PA14_08030	0.981406911175529
PA14_13280	PA14_08040	0.956026430960706
PA14_07990	PA14_08040	0.94068780097668
PA14_08020	PA14_08040	0.947904595671132
PA14_08030	PA14_08040	0.963625976795793
PA14_08020	PA14_08060	0.945587033331022
PA14_08040	PA14_08060	0.955778100944514
PA14_13280	PA14_08070	0.945807497570573
PA14_08030	PA14_08070	0.943353549520788
PA14_08040	PA14_08070	0.990113219052501
PA14_08060	PA14_08070	0.966306708643418
PA14_13280	PA14_08090	0.952925671918582
PA14_07990	PA14_08090	0.953071273696704
PA14_08020	PA14_08090	0.962786907282075
PA14_08030	PA14_08090	0.973026324153044
PA14_08040	PA14_08090	0.989042565731982
PA14_08060	PA14_08090	0.970263132997649
PA14_08070	PA14_08090	0.990740784291858
PA14_13280	PA14_08100	0.965923556000187
PA14_07990	PA14_08100	0.938493288704148
PA14_08020	PA14_08100	0.947369366620871
PA14_08030	PA14_08100	0.966500395337667
PA14_08040	PA14_08100	0.991190427622934
PA14_08060	PA14_08100	0.953753272859031
PA14_08070	PA14_08100	0.990089890911393
PA14_08090	PA14_08100	0.99366842380835
PA14_13280	PA14_08120	0.959776526603057
PA14_07990	PA14_08120	0.97077812681096
PA14_08020	PA14_08120	0.97330648929151
PA14_08030	PA14_08120	0.983964686455724
PA14_08040	PA14_08120	0.982042053603304
PA14_08060	PA14_08120	0.94863484209913
PA14_08070	PA14_08120	0.972828712457901
PA14_08090	PA14_08120	0.988462503052468
PA14_08100	PA14_08120	0.981016474346302
PA14_13280	PA14_08130	0.975903976846636
PA14_08020	PA14_08130	0.943003485327009
PA14_08030	PA14_08130	0.944155226121047
PA14_08040	PA14_08130	0.983196542629663
PA14_08070	PA14_08130	0.982021477261677
PA14_08090	PA14_08130	0.977422908529743
PA14_08100	PA14_08130	0.981828829483964
PA14_08120	PA14_08130	0.974203762939021
PA14_08060	PA14_08140	0.944674001970465
PA14_13280	PA14_08150	0.966301589194286
PA14_08030	PA14_08150	0.953361036563049
PA14_08040	PA14_08150	0.970644987225344
PA14_08070	PA14_08150	0.980370785425455
PA14_08090	PA14_08150	0.982609036571679
PA14_08100	PA14_08150	0.987378267053775
PA14_08120	PA14_08150	0.97629568164815
PA14_08130	PA14_08150	0.976553306571893
PA14_13250	PA14_08160	0.970571732152074
PA14_13280	PA14_08160	0.959228454157577
PA14_13850	PA14_08160	0.955266331384543
PA14_07990	PA14_08160	0.942116014497752
PA14_08020	PA14_08160	0.967816760695044
PA14_08030	PA14_08160	0.965810530498697
PA14_08120	PA14_08160	0.952169883108658
PA14_08130	PA14_08160	0.939134379741854
PA14_13280	PA14_08200	0.945010432684299
PA14_08020	PA14_08200	0.96239447057521
PA14_08030	PA14_08200	0.953286455377561
PA14_08040	PA14_08200	0.961099023575534
PA14_08060	PA14_08200	0.945414597990599
PA14_08070	PA14_08200	0.960218646486335
PA14_08090	PA14_08200	0.965127513308953
PA14_08100	PA14_08200	0.96002996469446
PA14_08120	PA14_08200	0.952181813163241
PA14_08130	PA14_08200	0.95270460753948
PA14_08150	PA14_08200	0.950989365855608
PA14_07990	PA14_08210	0.973503629613709
PA14_08020	PA14_08210	0.94391311565836
PA14_08030	PA14_08210	0.959219856473089
PA14_08040	PA14_08210	0.955206234514172
PA14_08090	PA14_08210	0.951500737254944
PA14_08100	PA14_08210	0.939545010275655
PA14_08120	PA14_08210	0.967455168906847
PA14_13250	PA14_08220	0.944217192942809
PA14_07990	PA14_08220	0.971050704637284
PA14_08000	PA14_08220	0.947411205253489
PA14_08020	PA14_08220	0.959235680088626
PA14_08030	PA14_08220	0.974177922232129
PA14_08040	PA14_08220	0.959586022138743
PA14_08090	PA14_08220	0.954650925972976
PA14_08100	PA14_08220	0.955060918702183
PA14_08120	PA14_08220	0.968028743777803
PA14_08130	PA14_08220	0.942106077378363
PA14_08150	PA14_08220	0.93915495298319
PA14_08160	PA14_08220	0.95866617362927
PA14_08210	PA14_08220	0.96093098664183
PA14_07990	PA14_08230	0.940684355524603
PA14_08000	PA14_08230	0.941027786478589
PA14_08020	PA14_08230	0.953764224658796
PA14_08030	PA14_08230	0.961785771625544
PA14_08040	PA14_08230	0.96791432943623
PA14_08060	PA14_08230	0.968064721949477
PA14_08070	PA14_08230	0.962690501716154
PA14_08090	PA14_08230	0.97406172464364
PA14_08100	PA14_08230	0.972258921564991
PA14_08120	PA14_08230	0.960021451164786
PA14_08130	PA14_08230	0.946097790208641
PA14_08150	PA14_08230	0.949770242653204
PA14_08200	PA14_08230	0.97302816866183
PA14_13280	PA14_08240	0.947009755827587
PA14_07990	PA14_08240	0.954614230677221
PA14_08020	PA14_08240	0.965813591589775
PA14_08030	PA14_08240	0.971868611370577
PA14_08040	PA14_08240	0.989645852822173
PA14_08060	PA14_08240	0.972229381769407
PA14_08070	PA14_08240	0.987913729985033
PA14_08090	PA14_08240	0.989935587419992
PA14_08100	PA14_08240	0.985254516193737
PA14_08120	PA14_08240	0.982820702222489
PA14_08130	PA14_08240	0.972988191717493
PA14_08150	PA14_08240	0.971787514389443
PA14_08200	PA14_08240	0.973883257605417
PA14_08210	PA14_08240	0.962891162917385
PA14_08220	PA14_08240	0.958603599708197
PA14_08230	PA14_08240	0.977855707693651
PA14_08040	PA14_08250	0.966333114208995
PA14_08060	PA14_08250	0.954016102646908
PA14_08070	PA14_08250	0.980388611174308
PA14_08090	PA14_08250	0.973719488866146
PA14_08100	PA14_08250	0.976895811401018
PA14_08120	PA14_08250	0.952208992315487
PA14_08130	PA14_08250	0.947060030565905
PA14_08150	PA14_08250	0.976142018088679
PA14_08210	PA14_08250	0.939047294193473
PA14_08230	PA14_08250	0.958696557987231
PA14_08240	PA14_08250	0.975934015739747
PA14_07990	PA14_08260	0.949747725233492
PA14_08030	PA14_08260	0.965229774497275
PA14_08040	PA14_08260	0.967891725012157
PA14_08060	PA14_08260	0.942764685027279
PA14_08070	PA14_08260	0.96874791192274
PA14_08090	PA14_08260	0.972680295973228
PA14_08100	PA14_08260	0.969441704889619
PA14_08120	PA14_08260	0.976401884572998
PA14_08130	PA14_08260	0.947540182563568
PA14_08150	PA14_08260	0.973802288680875
PA14_08200	PA14_08260	0.941177470717952
PA14_08210	PA14_08260	0.969191704536109
PA14_08230	PA14_08260	0.954783077524315
PA14_08240	PA14_08260	0.978393901366422
PA14_08250	PA14_08260	0.979684382155379
PA14_08030	PA14_08270	0.938386219284972
PA14_08040	PA14_08270	0.979318565591663
PA14_08060	PA14_08270	0.963918955948064
PA14_08070	PA14_08270	0.983087484575519
PA14_08090	PA14_08270	0.972225573556919
PA14_08100	PA14_08270	0.976619403169217
PA14_08120	PA14_08270	0.961128107123565
PA14_08130	PA14_08270	0.961338302353288
PA14_08150	PA14_08270	0.964488146511237
PA14_08200	PA14_08270	0.939028588430944
PA14_08210	PA14_08270	0.949338683344247
PA14_08230	PA14_08270	0.958437663619895
PA14_08240	PA14_08270	0.984551949579042
PA14_08250	PA14_08270	0.986277584062879
PA14_08260	PA14_08270	0.972577629332162
PA14_13280	PA14_08280	0.955065277947185
PA14_07990	PA14_08280	0.967006559936955
PA14_08000	PA14_08280	0.944505414461178
PA14_08020	PA14_08280	0.983129944233808
PA14_08030	PA14_08280	0.984412118512664
PA14_08040	PA14_08280	0.977562239935383
PA14_08060	PA14_08280	0.969312265397099
PA14_08070	PA14_08280	0.97477541604229
PA14_08090	PA14_08280	0.988968796454818
PA14_08100	PA14_08280	0.980891537908807
PA14_08120	PA14_08280	0.986860248300414
PA14_08130	PA14_08280	0.968081018546412
PA14_08150	PA14_08280	0.972394155599357
PA14_08160	PA14_08280	0.945375339465047
PA14_08200	PA14_08280	0.976006287499307
PA14_08210	PA14_08280	0.953857322411709
PA14_08220	PA14_08280	0.961188813385113
PA14_08230	PA14_08280	0.979597442161893
PA14_08240	PA14_08280	0.992862977170659
PA14_08250	PA14_08280	0.964097729404797
PA14_08260	PA14_08280	0.972188593662604
PA14_08270	PA14_08280	0.968911646720919
PA14_37250	PA14_08300	-0.954787111314723
PA14_39890	PA14_08300	-0.939427077226673
PA14_39945	PA14_08300	-0.944849744466103
PA14_13250	PA14_08300	0.951991511423033
PA14_13280	PA14_08300	0.957489780284223
PA14_07990	PA14_08300	0.984389561771986
PA14_08000	PA14_08300	0.959895940811208
PA14_08020	PA14_08300	0.990475094637881
PA14_08030	PA14_08300	0.993323931716745
